"ID","Technical Area / Program","Intervention","Impl. Partner","Start Date","End Date","Province","District","Sector","Updated Date"
"180","Behavior Change","Behavior Change Communication (IPC, Community Level Dialogues)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Shyara","12/5/2016"
"181","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kigali","12/6/2016"
"182","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Kimisagara","12/6/2016"
"183","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Muhima","12/6/2016"
"184","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Nyamirambo","12/6/2016"
"185","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Nyarugenge","Rwezamenyo","12/6/2016"
"186","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Gatsata","12/6/2016"
"187","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Kimironko","12/6/2016"
"188","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Kinyinya","12/6/2016"
"189","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Remera","12/6/2016"
"190","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Gasabo","Rusororo","12/6/2016"
"191","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Kicukiro","Gikondo","12/6/2016"
"192","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Kicukiro","Kanombe","12/6/2016"
"193","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Kicukiro","Kicukiro","12/6/2016"
"194","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Kicukiro","Masaka","12/6/2016"
"195","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Kigali City","Kicukiro","Nyarugunga","12/6/2016"
"196","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Southern Province","Huye","Gishamvu","12/5/2016"
"197","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Southern Province","Huye","Mbazi","12/5/2016"
"198","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Southern Province","Huye","Mukura","12/5/2016"
"199","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Southern Province","Huye","Ngoma","12/5/2016"
"200","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Southern Province","Huye","Tumba","12/5/2016"
"201","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Western Province","Karongi","Bwishyura","12/5/2016"
"202","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Western Province","Karongi","Gashari","12/5/2016"
"203","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Western Province","Karongi","Mubuga","12/5/2016"
"204","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Western Province","Karongi","Murambi","12/5/2016"
"205","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Western Province","Karongi","Rubengera","12/5/2016"
"206","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Western Province","Karongi","Rugabano","12/5/2016"
"207","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Western Province","Karongi","Rwankuba","12/5/2016"
"208","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Western Province","Karongi","Twumba","12/5/2016"
"209","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Cyanika","12/5/2016"
"210","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Cyeru","12/5/2016"
"211","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Gahunga","12/5/2016"
"212","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Gitovu","12/5/2016"
"213","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Kinoni","12/5/2016"
"214","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Kivuye","12/5/2016"
"215","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Nemba","12/5/2016"
"216","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Rugarama","12/5/2016"
"217","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Rugengabari","12/5/2016"
"218","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Rusarabuye","12/5/2016"
"219","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Burera","Rwerere","12/5/2016"
"220","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"221","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"222","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"223","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"224","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"225","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Eastern Province","Kayonza","Kabare","12/5/2016"
"226","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Eastern Province","Kayonza","Kabarondo","12/5/2016"
"227","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Eastern Province","Kayonza","Murama","12/5/2016"
"228","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Eastern Province","Kayonza","Murundi","12/5/2016"
"229","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Eastern Province","Kayonza","Ndego","12/5/2016"
"230","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Eastern Province","Kayonza","Nyamirama","12/5/2016"
"231","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Eastern Province","Kayonza","Ruramira","12/5/2016"
"232","Behavior Change","Peer Education","Society for Family Health","N/A","N/A","Eastern Province","Kayonza","Rwinkwavu","12/5/2016"
"233","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Karongi","Murundi","11/28/2016"
"234","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Karongi","Ruganda","11/28/2016"
"235","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Rutsiro","Musasa","11/28/2016"
"236","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"237","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Bushekeri","11/28/2016"
"238","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Cyato","11/28/2016"
"239","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Gihombo","11/28/2016"
"240","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Kagano","11/28/2016"
"241","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Kanjongo","11/28/2016"
"242","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Karambi","11/28/2016"
"243","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Karengera","11/28/2016"
"244","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Kirimbi","11/28/2016"
"245","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Macuba","11/28/2016"
"246","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Mahembe","11/28/2016"
"247","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Nyabitekeri","11/28/2016"
"248","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Rangiro","11/28/2016"
"249","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Western Province","Nyamasheke","Shangi","11/28/2016"
"250","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Musanze","Gacaca","11/28/2016"
"251","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Musanze","Kimonyi","11/28/2016"
"252","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Musanze","Musanze","11/28/2016"
"253","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Musanze","Nyange","11/28/2016"
"254","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Musanze","Remera","11/28/2016"
"255","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Musanze","Rwaza","11/28/2016"
"256","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Musanze","Shingiro","11/28/2016"
"257","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Burera","Bungwe","11/28/2016"
"258","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Burera","Cyeru","11/28/2016"
"259","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Burera","Kagogo","11/28/2016"
"260","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Burera","Kinoni","11/28/2016"
"261","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Burera","Kinyababa","11/28/2016"
"262","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Burera","Kivuye","11/28/2016"
"263","Capacity Building","CSO Capacity Building","Global Communities","N/A","N/A","Northern Province","Burera","Rugarama","11/28/2016"
"264","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","International Potato Center","N/A","N/A","Southern Province","Nyaruguru","Cyahinda","12/6/2016"
"265","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","International Potato Center","N/A","N/A","Southern Province","Nyaruguru","Kibeho","12/6/2016"
"266","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","International Potato Center","N/A","N/A","Southern Province","Nyaruguru","Ngera","12/6/2016"
"267","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","International Potato Center","N/A","N/A","Southern Province","Nyaruguru","Rusenge","12/6/2016"
"268","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","International Potato Center","N/A","N/A","Southern Province","Nyamagabe","Cyanika","12/6/2016"
"269","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","International Potato Center","N/A","N/A","Southern Province","Nyamagabe","Kamegeri","12/6/2016"
"270","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","International Potato Center","N/A","N/A","Southern Province","Nyamagabe","Mbazi","12/6/2016"
"271","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","International Potato Center","N/A","N/A","Southern Province","Nyamagabe","Musange","12/6/2016"
"272","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","Global Communities","N/A","N/A","Southern Province","Kamonyi","Rukoma","11/25/2016"
"273","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","Global Communities","N/A","N/A","Southern Province","Kamonyi","Rukoma","11/25/2016"
"274","Capacity Building","GOR Capacity Building (for central level, district level, extension agents)","Global Communities","N/A","N/A","Western Province","Karongi","Gitesi","11/25/2016"
