,project,mechanism,shortName,IP,District,OBJECTID,Prov_ID,Province,Dist_ID,id,output_ID,subIR_ID,output,result,partner
105,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gasabo,2,1,Kigali City,12,1,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
106,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gasabo,2,1,Kigali City,12,1,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
107,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gasabo,2,1,Kigali City,12,1,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
108,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gasabo,2,1,Kigali City,12,1,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
109,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gasabo,2,1,Kigali City,12,1,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
110,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gasabo,2,1,Kigali City,12,1,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
111,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gasabo,2,1,Kigali City,12,1,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
112,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gasabo,2,1,Kigali City,12,1,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
113,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gasabo,2,1,Kigali City,12,1,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
114,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gasabo,2,1,Kigali City,12,1,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
115,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gasabo,2,1,Kigali City,12,1,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
116,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gasabo,2,1,Kigali City,12,1,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
117,CHAIN Project,Regional Outreach Addressing AIDS Through Development Strategies III (ROADS III) ,ROADS III,Family Health International (FHI 360),Gasabo,2,1,Kigali City,12,1,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",ROADS III
118,CHAIN Project,Regional Outreach Addressing AIDS Through Development Strategies III (ROADS III) ,ROADS III,Family Health International (FHI 360),Gasabo,2,1,Kigali City,12,1,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ROADS III
119,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Gasabo,2,1,Kigali City,12,1,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
120,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Gasabo,2,1,Kigali City,12,1,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
121,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Gasabo,2,1,Kigali City,12,1,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,ISVP
122,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Gasabo,2,1,Kigali City,12,1,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ISVP
123,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyarugenge,1,1,Kigali City,11,0,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",INWA
124,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyarugenge,1,1,Kigali City,11,0,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
125,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyarugenge,1,1,Kigali City,11,0,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
126,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyarugenge,1,1,Kigali City,11,0,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",INWA
127,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyarugenge,1,1,Kigali City,11,0,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",INWA
128,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyarugenge,1,1,Kigali City,11,0,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,INWA
129,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyarugenge,1,1,Kigali City,11,0,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,INWA
130,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyarugenge,1,1,Kigali City,11,0,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
131,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyarugenge,1,1,Kigali City,11,0,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
132,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyarugenge,1,1,Kigali City,11,0,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
133,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyarugenge,1,1,Kigali City,11,0,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
134,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyarugenge,1,1,Kigali City,11,0,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RRSA
135,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Nyarugenge,1,1,Kigali City,11,0,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
136,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Nyarugenge,1,1,Kigali City,11,0,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
137,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kicukiro,3,1,Kigali City,13,2,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,AEE
138,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kicukiro,3,1,Kigali City,13,2,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,AEE
139,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kicukiro,3,1,Kigali City,13,2,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
140,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kicukiro,3,1,Kigali City,13,2,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
141,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kicukiro,3,1,Kigali City,13,2,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
142,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kicukiro,3,1,Kigali City,13,2,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
143,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kicukiro,3,1,Kigali City,13,2,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
144,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kicukiro,3,1,Kigali City,13,2,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
145,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyarugenge,1,1,Kigali City,11,0,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
146,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyarugenge,1,1,Kigali City,11,0,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
